profile,date,text,link,likes,retweets
AP,"Dec 1, 2025 · 9:47 PM UTC",Diplomats face an uphill battle to bridge Russian and Ukrainian “red lines” as a renewed U.S.-led push for peace gains steam.,https://twitter.com/AP/status/1995610801751671115#m,53,23
AP,"Dec 1, 2025 · 9:16 PM UTC","BREAKING: Joaquin Guzman Lopez, son of Mexican drug kingpin ""El Chapo,’"" pleads guilty to drug trafficking charges in Chicago. https://apnews.com/article/chicago-el-chapo-chapitos-joaquin-guzman-lopez-9d0168ae881e42d6b595411360606ba9?taid=692e05c93977f80001785362&utm_campaign=TrueAnthem&utm_medium=AP&utm_source=Twitter",https://twitter.com/AP/status/1995603047012057581#m,236,76
AP,"Dec 1, 2025 · 8:18 PM UTC",BREAKING: Nearly 44% of U.S. truck driving schools could close after a federal review found many may be out of compliance with government rules. https://apnews.com/article/commercial-drivers-license-trucking-california-pennsylvania-96fee86df4f9bfb0ef65af20da878a57?taid=692df8153977f80001785112&utm_campaign=TrueAnthem&utm_medium=AP&utm_source=Twitter,https://twitter.com/AP/status/1995588333519491498#m,1562,451
AP,"Dec 1, 2025 · 5:46 PM UTC",Ajax has apologized after its Dutch league game against Groningen was halted and later abandoned Sunday because of supporters igniting fireworks and flares behind one of the goals. The score was 0-0 when the game was called off.,https://twitter.com/AP/status/1995550054917034380#m,204,77
AP,"Dec 1, 2025 · 4:58 PM UTC","Authorities are looking for witnesses of a deadly shooting at a child's birthday party in California. Three aged 8, 9 and 14, were killed as well as a 21-year-old. 11 others were wounded.",https://twitter.com/AP/status/1995537999291891948#m,208,87
AP,"Dec 1, 2025 · 2:30 PM UTC","Before you search for Cyber Monday deals, take a look at AP's gift guide — with suggestions for everyone on your list, from books lovers of all ages to home chefs and music fans. https://apnews.com/projects/gift-guides-2025-holiday-shopping/?taid=692da67b37d139000174bbfb&utm_campaign=TrueAnthem&utm_medium=AP&utm_source=Twitter",https://twitter.com/AP/status/1995500715876204964#m,32,17
AP,"Dec 1, 2025 · 1:57 PM UTC","BREAKING: Kentucky fires Mark Stoops, the SEC's longest-tenured coach, after back-to-back losing records. https://apnews.com/article/kentucky-coach-mark-stoops-fired-157b51871da13b70898a3438976e18a7?taid=692d9ee63977f8000178434d&utm_campaign=TrueAnthem&utm_medium=AP&utm_source=Twitter",https://twitter.com/AP/status/1995492573306106199#m,76,30
AP,"Dec 1, 2025 · 9:15 AM UTC","In over 200 locations globally, photojournalists with The Associated Press are trusted eyewitnesses to the world's news, and have won 36 of AP's 59 Pulitzer Prizes since the award was established in 1917. See their most striking photos of 2025. https://apnews.com/article/associated-press-100-photos-of-2025-ap-photos-that-defined-the-year?taid=692d5c9d77bd840001584069&utm_campaign=TrueAnthem&utm_medium=AP&utm_source=Twitter",https://twitter.com/AP/status/1995421399083581786#m,264,130
AP,"Dec 1, 2025 · 6:11 AM UTC","BREAKING: A Bangladesh court sentences ousted premier Sheikh Hasina and her niece, Britain’s Labour lawmaker Tulip Siddiq, to prison on graft charges. https://apnews.com/article/bangladesh-hasina-tulip-siddiq-1929bc5f3ef62959067a6da1f105605e?taid=692d31a63977f80001783988&utm_campaign=TrueAnthem&utm_medium=AP&utm_source=Twitter",https://twitter.com/AP/status/1995375268945379788#m,148,64
AP,"Dec 1, 2025 · 4:59 AM UTC",BREAKING: The WNBA and players union agreed to an extension of the current collective bargaining agreement to Jan. 9 just before their current deadline ran out Sunday night. https://apnews.com/article/wnba-cba-720098dfdf894dd2a3aaef189be001ac?taid=692d20cd3977f8000178386b&utm_campaign=TrueAnthem&utm_medium=AP&utm_source=Twitter,https://twitter.com/AP/status/1995357177800741080#m,88,43
AP,"Dec 1, 2025 · 2:23 AM UTC","The Louisiana State Penitentiary held its first ever ‘Father Daughter Dance’ earlier in November where prisoners reunited with their daughters, some who hadn't seen each other in months or years.",https://twitter.com/AP/status/1995317677708251250#m,3527,521
AP,"Nov 30, 2025 · 7:55 PM UTC",Georgia improves to No. 3 after clinching a spot in the SEC championship game. Oregon and Texas Tech round out the top five with Ohio State and Indiana in the AP Top 25.,https://twitter.com/AP/status/1995220173465256084#m,42,20
AP,"Nov 30, 2025 · 7:05 PM UTC",Georgia moves up to No. 3 as Texas A&M falls out of the top five for the first time in two months in The Associated Press college football poll Sunday. https://apnews.com/hub/ap-top-25-college-football-poll,https://twitter.com/AP_Top25/status/1995207490548678816#m,629,158
AP,"Nov 30, 2025 · 7:05 PM UTC",Georgia moves up to No. 3 as Texas A&M falls out of the top five for the first time in two months in The Associated Press college football poll Sunday. See where other top teams land. https://apnews.com/hub/ap-top-25-college-football-poll?taid=692c9570b289ed0001374d4e&utm_campaign=TrueAnthem&utm_medium=AP&utm_source=Twitter,https://twitter.com/AP/status/1995207538720006297#m,81,29
AP,"Nov 30, 2025 · 4:26 PM UTC",Pope Leo XIV challenges Lebanon’s political leaders to be true peacemakers as he seeks to give message of hope in Beirut. https://apnews.com/article/pope-turkey-lebanon-4a42813fdb443837688cfc9f07956284?taid=692c704e3977f800017828d7&utm_campaign=TrueAnthem&utm_medium=AP&utm_source=Twitter,https://twitter.com/AP/status/1995167663673278745#m,215,55
AP,"Nov 30, 2025 · 11:15 AM UTC",BREAKING: Israeli Prime Minister Benjamin Netanyahu asks president to grant him pardon from corruption charges. https://apnews.com/article/mideast-wars-netanyahu-pardon-5dbc2461b440c8edc8d82d31650cdbe8?taid=692c27457f6a9b00010873a7&utm_campaign=TrueAnthem&utm_medium=AP&utm_source=Twitter,https://twitter.com/AP/status/1995089245325709460#m,1431,749
AP,"Nov 30, 2025 · 10:41 AM UTC",Animals in Chicago zoo delight in fresh snowfall,https://twitter.com/AP/status/1995080615658393914#m,86782,10881
AP,"Nov 30, 2025 · 9:20 AM UTC","BREAKING: The death toll in the Hong Kong blaze has risen to 146 as more bodies are found in the apartment complex, authorities say. https://apnews.com/article/hong-kong-apartment-complex-fire-9b466e2965d71cc21fe3bce5ad863f74?taid=692c0c463977f800017820f1&utm_campaign=TrueAnthem&utm_medium=AP&utm_source=Twitter",https://twitter.com/AP/status/1995060258868285763#m,529,259
AP,"Nov 30, 2025 · 9:11 AM UTC","Multiple people arrested at anti-ICE protest in Lower Manhattan, New York, local media reports.",https://twitter.com/AP/status/1995057966417166471#m,466,148
AP,"Nov 30, 2025 · 4:45 AM UTC","BREAKING: Four people were killed and 10 wounded in a shooting during a family gathering at a banquet hall in Stockton, sheriff’s officials say. https://apnews.com/article/stockton-california-shooting-b59e32ae53716a0dfe9f28c246552607?taid=692bcbe6b289ed0001374581&utm_campaign=TrueAnthem&utm_medium=AP&utm_source=Twitter",https://twitter.com/AP/status/1994991133919715403#m,432,206
AP,"Nov 29, 2025 · 8:00 PM UTC","In the last 20 years, more segments of the retail industry have vied for their own piece of the holiday shopping season. The travel trade has firmly joined the trend with another post-Thanksgiving sales push: Travel Tuesday. https://apnews.com/article/travel-tuesday-black-friday-cyber-monday-algorithmic-pricing-airlines-d2f477499e00d7bab1bdeb7302dda7e2?taid=692b50d97b21c80001b3d05a&utm_campaign=TrueAnthem&utm_medium=AP&utm_source=Twitter",https://twitter.com/AP/status/1994859009812173024#m,76,40
AP,"Nov 29, 2025 · 5:55 PM UTC","BREAKING: British playwright Tom Stoppard, who won an Academy Award for the screenplay for “Shakespeare In Love,"" dies at 88. https://apnews.com/article/stoppard-obit-britain-playwright-2721a8178c7e9691fdbd84e8fc9c0736?taid=692b33763977f800017811d6&utm_campaign=TrueAnthem&utm_medium=AP&utm_source=Twitter",https://twitter.com/AP/status/1994827457245962732#m,239,86
AP,"Nov 29, 2025 · 3:19 PM UTC","BREAKING: Gaza’s Health Ministry said Saturday that the Palestinian death toll has surpassed 70,000 since the Israel-Hamas war began. https://apnews.com/article/israel-palestinians-hamas-ceasefire-a83bba11bc506771aa7233326ab97e42?taid=692b0efa3977f80001780eb9&utm_campaign=TrueAnthem&utm_medium=AP&utm_source=Twitter",https://twitter.com/AP/status/1994788284040458531#m,487,353
AP,"Nov 29, 2025 · 8:30 AM UTC",Botswana built its development on diamonds since they were discovered soon after independence in the 1960s. It became an African success story. But now it's crashing down because of the rapid rise of synthetic gems from Russia and India. https://apnews.com/article/diamonds-botswana-africa-economy-mining-3f2f2e50d21d1a84f0ce86fa0b78d1fe?taid=692aaf153977f800017805ed&utm_campaign=TrueAnthem&utm_medium=AP&utm_source=Twitter,https://twitter.com/AP/status/1994685317933138395#m,157,75
AP,"Nov 29, 2025 · 4:53 AM UTC","Rescue workers in Indonesia are struggling to reach victims in several devastated areas that were hit by an earthquake and tsunami, and authorities fear the confirmed death toll of 248 will rise. https://apnews.com/article/landslide-indonesia-tsunami-deadly-rescuers-sumatra-cc00799f15b4a6630bc9eec46e4534ee?taid=692a7c4f3977f80001780287&utm_campaign=TrueAnthem&utm_medium=AP&utm_source=Twitter",https://twitter.com/AP/status/1994630797219750202#m,148,85
AP,"Nov 29, 2025 · 4:41 AM UTC",No. 16 Texas spoils No. 3 Texas A&M's perfect season and knocks the Aggies out of the SEC title game. https://apnews.com/article/texas-am-texas-score-565421dd1db9c3825dad27268f95c158?taid=692a79683977f8000178025f&utm_campaign=TrueAnthem&utm_medium=AP&utm_source=Twitter,https://twitter.com/AP/status/1994627681523040355#m,108,24
AP,"Nov 29, 2025 · 4:20 AM UTC",Police in California evacuated a shopping mall on one of the busiest shopping days of the year after a shooting left two people with gunshot wounds. https://apnews.com/article/mall-shooting-san-jose-clara-california-64f409ef46e419f8c7817c98b5075907?taid=692a747c7f6a9b0001085eb9&utm_campaign=TrueAnthem&utm_medium=AP&utm_source=Twitter,https://twitter.com/AP/status/1994622398717464684#m,148,74
AP,"Nov 29, 2025 · 3:13 AM UTC","No. 5 LSU set an NCAA record with its seventh consecutive 100-point game Friday night, routing Marist 113-53 in the Reef Division semifinal game at the Paradise Jam tournament. https://apnews.com/article/lsu-marist-score-bc1b666cf65f30a6f5db8b64427700ec?taid=692a64e63977f8000178009d&utm_campaign=TrueAnthem&utm_medium=AP&utm_source=Twitter",https://twitter.com/AP/status/1994605661452222481#m,51,17
AP,"Nov 29, 2025 · 12:29 AM UTC",Trump administration to halt all asylum decisions in wake of National Guard shooting https://apnews.com/article/national-guard-shooting-suspect-585e36855d1dddd3e801708987c776c0?taid=692a3e633977f8000177fc67&utm_campaign=TrueAnthem&utm_medium=AP&utm_source=Twitter,https://twitter.com/AP/status/1994564309825818865#m,207,70
AP,"Nov 28, 2025 · 10:31 PM UTC",The Louvre is increasing its ticket prices for foreign visitors starting January. Why is that happening?,https://twitter.com/AP/status/1994534590170472919#m,116,39
AP,"Nov 28, 2025 · 3:49 PM UTC",BREAKING: Ukrainian President Volodymyr Zelenskyy's chief of staff has resigned after his residence was searched by anti-corruption investigators. https://apnews.com/article/russia-ukraine-war-yermak-corruption-3a58193bcb3f7816a715dee9e60e4541?utm_campaign=trueAnthem%3A+New+Content+%28Feed%29&utm_medium=trueAnthem&utm_source=twitter,https://twitter.com/AP/status/1994433536653185525#m,534,204
AP,"Nov 28, 2025 · 3:32 PM UTC","BREAKING: The suspect in the shooting of National Guard members is now facing a first-degree murder charge, the U.S. attorney for Washington, D.C., says. Follow live updates: https://apnews.com/live/trump-dc-shooting-national-guard-11-28-2025?utm_campaign=trueAnthem%3A+New+Content+%28Feed%29&utm_medium=trueAnthem&utm_source=twitter",https://twitter.com/AP/status/1994429099989688455#m,342,143
AP,"Nov 28, 2025 · 11:44 AM UTC",Indonesia authorities say death toll from floods and landslides on Sumatra island has risen to 174 and 74 missing. https://apnews.com/article/indonesia-sumatra-island-floods-landslides-63a2c98e991c036a78f47cee095e812f?taid=69298b22c7c4790001ebd5e6&utm_campaign=TrueAnthem&utm_medium=AP&utm_source=Twitter,https://twitter.com/AP/status/1994371838957195331#m,77,44
AP,"Nov 28, 2025 · 9:25 AM UTC",Receding waters begin revealing devastating damage from floods in Thailand that have killed at least 145 people and affected millions. https://apnews.com/article/thailand-south-flood-damage-aa127ba2af6a845dc309cfc2fe99d035?taid=69296a8f3977f8000177e02e&utm_campaign=TrueAnthem&utm_medium=AP&utm_source=Twitter,https://twitter.com/AP/status/1994336860483572067#m,177,107
AP,"Nov 28, 2025 · 9:15 AM UTC","Pope Leo XIV opened his first full day in Turkey on Friday by meeting with its tiny Catholic community, greeted by cheers and applause as he embarked on a day meant to bolster Christians around the world. https://apnews.com/live/pope-leo-middle-east-visit-updates-11-28-2025?taid=6929681dfd9ed50001c50ce6&utm_campaign=TrueAnthem&utm_medium=AP&utm_source=Twitter",https://twitter.com/AP/status/1994334234790465694#m,105,47
AP,"Nov 28, 2025 · 7:51 AM UTC","Hungarian Prime Minister Viktor Orbán is visiting Moscow for energy talks with Vladimir Putin, a rare step from a European leader amid Russia’s war in Ukraine. The trip is Orbán's second since last year. https://apnews.com/article/russia-ukraine-war-putin-orban-energy-eca23e36f25c76685c26e96042b39878?taid=692954673977f8000177debe&utm_campaign=TrueAnthem&utm_medium=AP&utm_source=Twitter",https://twitter.com/AP/status/1994313073532735775#m,75,39
AP,"Nov 28, 2025 · 7:29 AM UTC","The death toll from a fire in a Hong Kong residential complex has risen to 128 after more bodies were found in the blackened towers, authorities said. The search for victims was continuing and the numbers could still rise, an official added. https://apnews.com/article/hong-kong-tai-po-wang-fuk-court-fire-a84627d7f3ee62050c36a9aa3218205c?taid=69294f413977f8000177de6b&utm_campaign=TrueAnthem&utm_medium=AP&utm_source=Twitter",https://twitter.com/AP/status/1994307542273450073#m,128,87
AP,"Nov 28, 2025 · 5:59 AM UTC",President Donald Trump vows to 'permanently pause' migration from poorer nations in the wake of the shooting of two National Guard members. An Afghan national who worked with the CIA during the Afghanistan War is facing charges for the shooting. https://apnews.com/article/trump-national-guard-shooting-migration-17bc0655f4544cc702623574ed08eb62?taid=69293a5a3977f8000177dca3&utm_campaign=TrueAnthem&utm_medium=AP&utm_source=Twitter,https://twitter.com/AP/status/1994285100846960787#m,819,199
AP,"Nov 28, 2025 · 12:11 AM UTC","BREAKING: President Donald Trump says West Virginia National Guard member Sarah Beckstrom has died from wounds in the Washington, D.C., attack. https://apnews.com/article/national-guard-shooting-white-house-afghan-national-138fbe6872d7ac30b20973783b39002c?taid=6928e8b13977f8000177d4ec&utm_campaign=TrueAnthem&utm_medium=AP&utm_source=Twitter",https://twitter.com/AP/status/1994197418410225986#m,505,148
AP,"Nov 27, 2025 · 9:02 PM UTC","Right now, girls flag football is spreading rapidly in American high schools — but for Florida, it’s nothing new. Girls have been playing flag football there for over 20 years, and participation numbers have reached over 10,000 girls across more than 450 schools.",https://twitter.com/AP/status/1994149808794210412#m,178,45
AP,"Nov 27, 2025 · 6:36 PM UTC","The Macy’s Thanksgiving Day Parade brought balloons depicting Buzz Lightyear, Pac-Man and others to the New York City skies as floats featuring Labubu and Lego graced the streets. Thursday morning was chilly, with wind gusts making it feel colder.",https://twitter.com/AP/status/1994113084890169721#m,249,59
AP,"Nov 27, 2025 · 5:52 PM UTC","An Afghan national who worked for the CIA in his native country and arrived in the U.S. in 2021 drove across the country from Washington state to shoot two West Virginia National Guard members just blocks from the White House, U.S. officials said Thursday.",https://twitter.com/AP/status/1994102122573406388#m,272,119
AP,"Nov 27, 2025 · 2:51 PM UTC","The National Guard members shot in Washington, D.C., have been identified as Sarah Beckstrom, 20, and Andrew Wolfe, 24, U.S. attorney says.  The FBI's director says the shooting is being investigated as act of terrorism, as officials say the suspect faces assault and weapons charges. https://apnews.com/article/national-guard-shooting-white-house-afghan-national-138fbe6872d7ac30b20973783b39002c?taid=692865663977f8000177c2c6&utm_campaign=TrueAnthem&utm_medium=AP&utm_source=Twitter",https://twitter.com/AP/status/1994056444799308050#m,332,153
AP,"Nov 27, 2025 · 2:46 PM UTC","While reflecting on what we’re thankful for during the holiday season, we often focus on the external: the company of loved ones. The nourishment of a shared meal. The homes in which we gather.But how often do we turn the lens of gratitude toward ourselves?",https://twitter.com/AP/status/1994055252165775537#m,78,33
AP,"Nov 27, 2025 · 2:13 PM UTC","BREAKING: Suspect in the shooting of National Guard soldiers worked with the CIA and U.S. government in Afghanistan before coming to the U.S., CIA director says. https://apnews.com/article/national-guard-shooting-white-house-afghan-national-138fbe6872d7ac30b20973783b39002c?utm_campaign=trueAnthem%3A+New+Content+%28Feed%29&utm_medium=trueAnthem&utm_source=twitter",https://twitter.com/AP/status/1994046892741701887#m,6599,1979
AP,"Nov 27, 2025 · 2:00 PM UTC","When the Philippines flooded, AP photojournalist Aaron Favila was there to photograph a moment of resilience and love amid the torrential rains.  Your donation helps AP journalists capture unique takes on the biggest stories. Donate today. https://shorturl.at/7IoEC",https://twitter.com/AP/status/1994043674947211276#m,90,24
AP,"Nov 27, 2025 · 12:48 PM UTC","Firefighters battled a blaze at a high-rise residential complex in Hong Kong for the second day, as the death toll rose to 65 in one of the deadliest blazes in the city’s modern history. https://apnews.com/article/hong-kong-tai-po-wang-fuk-court-fire-d3da6740dd2c90f08d28dcd889db0c30?taid=692848843977f8000177be18&utm_campaign=TrueAnthem&utm_medium=AP&utm_source=Twitter",https://twitter.com/AP/status/1994025432765616171#m,62,25
AP,"Nov 27, 2025 · 12:24 PM UTC",https://piped.video/zJC7p1o8nuo?taid=692842ed3977f8000177bd71&utm_campaign=TrueAnthem&utm_medium=AP&utm_source=Twitter,https://twitter.com/AP/status/1994019427461869960#m,43,17
AP,"Nov 27, 2025 · 12:12 PM UTC","Soldiers in Guinea-Bissau announce Gen. Horta N’Ta as junta leader, cementing a coup days after election. https://apnews.com/article/guinea-bissau-coup-west-africa-embalo-dias-e4f934094d4c96730473dd16bc8f0259?taid=692840213977f8000177bd30&utm_campaign=TrueAnthem&utm_medium=AP&utm_source=Twitter",https://twitter.com/AP/status/1994016424910610603#m,108,66
AP,"Nov 27, 2025 · 11:02 AM UTC","Michael Ryan, a DC resident, said he was on I Street when he heard the first round of gunshots before he saw a National Guardsman receiving resuscitation.",https://twitter.com/AP/status/1993998975871943013#m,158,43
AP,"Nov 27, 2025 · 9:50 AM UTC","At least 20 DACA recipients have been arrested in the United States, despite the program's protections from deportation.",https://twitter.com/AP/status/1993980663163203589#m,1802,855
AP,"Nov 27, 2025 · 9:37 AM UTC","Pope Leo XIV arrives in Turkey on his first foreign trip, fulfilling Pope Francis’ plans to mark an important Orthodox anniversary and bring a message of peace to the region.  Follow AP's live updates. https://apnews.com/live/pope-leo-middle-east-visit-updates-11-27-2025?taid=69281be4fd9ed50001c4fbc4&utm_campaign=TrueAnthem&utm_medium=AP&utm_source=Twitter",https://twitter.com/AP/status/1993977517284237663#m,92,37
AP,"Nov 27, 2025 · 7:45 AM UTC","The death toll from a fire that broke out at a residential apartment complex in Hong Kong has risen to 55, authorities say. Firefighters were still working to control the blaze that blackened several high-rise towers. https://apnews.com/article/hong-kong-tai-po-wang-fuk-court-fire-d3da6740dd2c90f08d28dcd889db0c30?taid=692801a477bd84000157fc20&utm_campaign=TrueAnthem&utm_medium=AP&utm_source=Twitter",https://twitter.com/AP/status/1993949328092573938#m,65,44
AP,"Nov 27, 2025 · 7:00 AM UTC","Pope Leo XIV's first foreign trip, to Turkey and Lebanon, will be packed with opportunities to advance relations with two of the Catholic Church's top priorities: Orthodox Christians and Muslims. https://apnews.com/article/pope-trip-lebanon-turkey-what-to-know-dc46cfacc945eb02b893dcd813703517?taid=6927f701c7c4790001ebb60b&utm_campaign=TrueAnthem&utm_medium=AP&utm_source=Twitter",https://twitter.com/AP/status/1993937906918998193#m,120,39
AP,"Nov 27, 2025 · 3:09 AM UTC","Firefighters are battling one of Hong Kong's deadliest modern blazes for a second day, fighting to control the fire that blackened several high-rise towers and killed at least 44 people. https://apnews.com/article/hong-kong-tai-po-wang-fuk-court-fire-d3da6740dd2c90f08d28dcd889db0c30?taid=6927c0f93977f8000177ae90&utm_campaign=TrueAnthem&utm_medium=AP&utm_source=Twitter",https://twitter.com/AP/status/1993879893034103176#m,90,50
AP,"Nov 27, 2025 · 1:08 AM UTC","BREAKING: The suspect in the shooting of National Guard members near the White House is an Afghan national who entered the U.S. in 2021, AP sources say. https://apnews.com/article/national-guard-shooting-dc-c5785dd8920d2d1ac7d71fab769faf5f?taid=6927a49637d13900017468dc&utm_campaign=TrueAnthem&utm_medium=AP&utm_source=Twitter",https://twitter.com/AP/status/1993849414113284306#m,666,251
AP,"Nov 26, 2025 · 10:30 PM UTC","BREAKING: The Trump administration orders 500 more National Guard members to Washington after shooting, Pete Hegseth says. https://apnews.com/article/national-guard-shooting-dc-c5785dd8920d2d1ac7d71fab769faf5f?taid=69277f9f3977f8000177a521&utm_campaign=TrueAnthem&utm_medium=AP&utm_source=Twitter",https://twitter.com/AP/status/1993809723833848148#m,426,195
AP,"Nov 26, 2025 · 10:21 PM UTC","D.C. mayor says the National Guard members were victims of a ""targeted shooting.""",https://twitter.com/AP/status/1993807456628064568#m,55,19
AP,"Nov 26, 2025 · 10:07 PM UTC",CORRECTION: West Virginia Gov. Patrick Morrisey walks back statement that both National Guard members were killed in shooting near White House. (This post corrects a previous post that stated the two members had died.) https://apnews.com/article/national-guard-shooting-dc-c5785dd8920d2d1ac7d71fab769faf5f?taid=69277a2a37d1390001746513&utm_campaign=TrueAnthem&utm_medium=AP&utm_source=Twitter,https://twitter.com/AP/status/1993803863770480862#m,316,158
AP,"Nov 26, 2025 · 8:11 PM UTC","BREAKING: A suspect is in custody in the shooting of two National Guard members in Washington, D.C., police say. https://apnews.com/article/national-guard-shooting-dc-c5785dd8920d2d1ac7d71fab769faf5f?taid=69275efa7f6a9b00010825e3&utm_campaign=TrueAnthem&utm_medium=AP&utm_source=Twitter",https://twitter.com/AP/status/1993774668600242439#m,462,224
AP,"Nov 26, 2025 · 7:55 PM UTC","BREAKING: Two National Guard members have been shot in Washington, D.C., and their condition isn't known, AP source says. https://apnews.com/article/national-guard-shooting-dc-c5785dd8920d2d1ac7d71fab769faf5f?taid=69275b28b289ed000137005a&utm_campaign=TrueAnthem&utm_medium=AP&utm_source=Twitter",https://twitter.com/AP/status/1993770567476924878#m,407,216
AP,"Nov 26, 2025 · 7:21 PM UTC","Hong Kong’s deadliest fire in years blazed through high-rise apartment buildings as the city’s leader confirmed at least 36 people, including a firefighter, had died and another 279 people were reported missing.",https://twitter.com/AP/status/1993762112141717566#m,325,161
AP,"Nov 26, 2025 · 4:52 PM UTC",BREAKING: Soldiers in Guinea-Bissau have appeared on state television saying they have seized power in the country. https://apnews.com/article/guinea-bissau-presidential-palace-unrest-election-2a1371eb1ceb25596b99c4cc4062bc95?taid=6927305a3977f80001779621&utm_campaign=TrueAnthem&utm_medium=AP&utm_source=Twitter,https://twitter.com/AP/status/1993724604959887534#m,317,186
AP,"Nov 26, 2025 · 4:09 PM UTC",BREAKING: New prosecutor dismisses charges against President Donald Trump and others in Georgia election interference case. https://apnews.com/article/georgia-trump-election-indictment-fani-willis-b9000b28e65fc8ebe57f6f9cca5cc3ef?taid=6927261f3977f800017794a8&utm_campaign=TrueAnthem&utm_medium=AP&utm_source=Twitter,https://twitter.com/AP/status/1993713622917206213#m,359,177
AP,"Nov 26, 2025 · 12:44 PM UTC","Thirteen people were killed in a fire that spread across seven high-rise apartment buildings in a Hong Kong housing complex, and others were still trapped, the city’s fire services said. https://apnews.com/article/hong-kong-highrise-fire-tai-po-cf40065101b2b6f8ac7bc43d9f228022?taid=6926f6113977f80001778c72&utm_campaign=TrueAnthem&utm_medium=AP&utm_source=Twitter",https://twitter.com/AP/status/1993662022324543710#m,133,64
AP,"Nov 26, 2025 · 12:12 PM UTC","According to local broadcaster Thai PBS, the family of five had smashed through the roof of their house to avoid the rising waters, until they were noticed and rescued by nearby emergency workers.",https://twitter.com/AP/status/1993654041017307187#m,894,189
AP,"Nov 26, 2025 · 11:33 AM UTC",The raging fire sent up a column of flames and thick smoke as it spread on bamboo scaffolding that had been set up around the exterior of the complex in the city’s Tai Po district.,https://twitter.com/AP/status/1993644330284945534#m,491,177
AP,"Nov 26, 2025 · 6:52 AM UTC",Prime Minister Benjamin Netanyahu said Israel had identified the latest remains returned from Gaza as hostage Dror Or. That leaves the bodies of two hostages in Gaza as the first phase of the Israel-Hamas ceasefire agreement nears a conclusion. https://apnews.com/article/mideast-wars-israel-gaza-11-26-2025-5f282ab434207591ca69523d3884ee92?taid=6926a3c2d2047800011b7e25&utm_campaign=TrueAnthem&utm_medium=AP&utm_source=Twitter,https://twitter.com/AP/status/1993573646699249704#m,54,32
AP,"Nov 26, 2025 · 4:22 AM UTC","Under U.S. pressure to increase defense spending, Taiwan announces a special $40 billion budget for arms purchases. The budget will be used to buy new defense systems, including those from the U.S., the island’s largest unofficial ally. https://apnews.com/article/taiwan-defense-budget-arms-purchases-spending-c1f34ad69a12b9599f4a356abd3b31c4?taid=6926808f4b123d000180f8f3&utm_campaign=TrueAnthem&utm_medium=AP&utm_source=Twitter",https://twitter.com/AP/status/1993535852081782840#m,170,89
AP,"Nov 25, 2025 · 11:12 PM UTC",Traveling for Thanksgiving this week? Here's your travel guide.,https://twitter.com/AP/status/1993457708943450292#m,42,22
AP,"Nov 25, 2025 · 10:55 PM UTC","They’re both round, orange and probably bad for your health, but which is the better Thanksgiving dessert: pumpkin or sweet potato pie? For most people, the answer likely depends on where they’re from.",https://twitter.com/AP/status/1993453633493402008#m,62,24
AP,"Nov 25, 2025 · 7:33 PM UTC",BREAKING: The FBI requests interviews with Democratic lawmakers over video urging troops to refuse illegal orders. https://apnews.com/article/trump-fbi-congress-80c1a1ffbbaa3a12e63745356f2377f3?taid=692604874b123d000180ebf4&utm_campaign=TrueAnthem&utm_medium=AP&utm_source=Twitter,https://twitter.com/AP/status/1993402673920401523#m,301,137
AP,"Nov 25, 2025 · 5:05 PM UTC","Wasted food is a financial and environmental bummer. It costs the average person $728 per year, and it amounts to about the same planet-warming greenhouse gas emissions every year as 42 coal-fired power plants. Can buying produce that would otherwise go to waste be the answer?",https://twitter.com/AP/status/1993365441956229593#m,172,74
AP,"Nov 25, 2025 · 4:49 PM UTC",Cristiano Ronaldo set to avoid ban at World Cup after FIFA red-card verdict offers probation https://apnews.com/article/world-cup-fifa-cristiano-ronaldo-ban-3d9e7b4eeeff0d4f93f21813869c5ed7?taid=6925de164b123d000180e728&utm_campaign=TrueAnthem&utm_medium=AP&utm_source=Twitter,https://twitter.com/AP/status/1993361394876481976#m,78,27
AP,"Nov 25, 2025 · 3:03 PM UTC","Calls for a peace deal came as Russia launched a wave of attacks on Ukraine's capital, Kyiv, overnight, with at least seven people killed in strikes that hit city buildings and energy infrastructure.",https://twitter.com/AP/status/1993334682042454214#m,129,61
AP,"Nov 25, 2025 · 2:56 PM UTC","Israel said Palestinian militants have handed over human remains believed to be of a hostage to the Red Cross, which will deliver them next to the Israeli military.  It was not immediately clear if the remains were those of one of three hostages remaining in the Gaza Strip. https://apnews.com/article/gaza-israel-hostage-body-ceasefire-rains-f97bdf2d6212b766e1aa3359f3a33004?taid=6925c3a7a733c700015dae51&utm_campaign=TrueAnthem&utm_medium=AP&utm_source=Twitter",https://twitter.com/AP/status/1993333013380296980#m,37,20
AP,"Nov 25, 2025 · 2:35 PM UTC","The U.S. has sanctioned high-ranking Haitian government official Fritz Alphonse Jean, accusing him of supporting gangs and other criminal organizations in a move expected to deepen the country’s political instability. https://apnews.com/article/haiti-fritz-alphonse-jean-us-sanctions-gangs-5cda1ac0865fe004251d0bdab718aa50?taid=6925bea0a733c700015dae15&utm_campaign=TrueAnthem&utm_medium=AP&utm_source=Twitter",https://twitter.com/AP/status/1993327615038386355#m,98,66
